id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
32719,"Omega
Stoppuhr Ref. MG 6351 + Ref. MG 6301 und 2x Omega Halter W 1732 Full Set aus 1973+1967","$3,415",Omega,,,,,,1967 (Approximation),Good,,65 mm,
4439,"Tudor Black Bay
Heritage Blue","$3,226",Tudor,Black Bay,79220B,,,,Unknown,Good,Men's watch/Unisex,41 mm,
1850,"Longines HydroConquest
L3.781.3.98.7","$2,117",Longines,HydroConquest,L3.781.3.98.7,Automatic,Steel,Gold/Steel,2023,New,Men's watch/Unisex,,
52067,,"$8,950",Rolex,Lady-Datejust,179171,,,,2014,,,26 mm,Good
14604,,"$10,157",Rolex,Sea-Dweller 4000,16600T,,,,2003,,,40 x 47 mm,Very good
3334,"Oris Aquis Small Second
Date 01 743 7733 4135-07 8 24 05PEB 45,5mm 04/10/2018 8083U","$1,806",Oris,Aquis Small Second,01 743 7733 4135-07 8 24 05PEB,,,,2018,Very good,Men's watch/Unisex,45.5 mm,
10011,"Audemars Piguet Royal Oak Perpetual Calendar
26586IP.OO.1240IP.01","$299,000",Audemars Piguet,Royal Oak Perpetual Calendar,26586IP.OO.1240IP.01,,,,2019,Very good,Men's watch/Unisex,41 mm,
5545,"Seiko Prospex
SBDC131 - Prospex Automatic White Dial Titanium Men's Watch","$1,239",Seiko,Prospex,SBDC131,Automatic,Titanium,,Unknown,Unworn,Men's watch/Unisex,43.5 mm,
3894,"Longines Record
L23215577 - Record Automatic Black Dial Stainless Steel Ladies Watch","$1,904",Longines,Record,L23215577,Automatic,Steel,Steel,Unknown,New,Women's watch,30 mm,
10889,"Breitling Chronomat Evolution
美品 BREITLING ブライトリング クロノマット エボリューション K18WG ダイヤベゼル J13356 自動巻き メンズ_706754 中古","$11,655",Breitling,Chronomat Evolution,,Automatic,White gold,Rubber,Unknown,Good,Men's watch/Unisex,44 mm,
9623,"Omega Speedmaster Date
Automatic","$3,500",Omega,Speedmaster Date,3513.50,,,,2020 (Approximation),Very good,Men's watch/Unisex,39 x 13.5 mm,
22406,,"$45,649",Rolex,Daytona,16528,,,,Unknown,,,"The Cosmograph Daytona is the most charismatic Rolex model. Gorgeous feeling and sporty design are attractive. This Ref.16528 is equipped with Cal.4030. Rolex's unique improvements have been applied, such as suppressing the \"El Primero\" from 36,000 vibrations per hour to 28,800 vibrations per hour.

