id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
32719,"Omega
Stoppuhr Ref. MG 6351 + Ref. MG 6301 und 2x Omega Halter W 1732 Full Set aus 1973+1967","$3,415",Omega,,,,,,1967 (Approximation),Good,,65 mm,
4439,"Tudor Black Bay
Heritage Blue","$3,226",Tudor,Black Bay,79220B,,,,Unknown,Good,Men's watch/Unisex,41 mm,
1850,"Longines HydroConquest
L3.781.3.98.7","$2,117",Longines,HydroConquest,L3.781.3.98.7,Automatic,Steel,Gold/Steel,2023,New,Men's watch/Unisex,,
52067,,"$8,950",Rolex,Lady-Datejust,179171,,,,2014,,,26 mm,Good
14604,,"$10,157",Rolex,Sea-Dweller 4000,16600T,,,,2003,,,40 x 47 mm,Very good
3334,"Oris Aquis Small Second
Date 01 743 7733 4135-07 8 24 05PEB 45,5mm 04/10/2018 8083U","$1,806",Oris,Aquis Small Second,01 743 7733 4135-07 8 24 05PEB,,,,2018,Very good,Men's watch/Unisex,45.5 mm,
10011,"Audemars Piguet Royal Oak Perpetual Calendar
26586IP.OO.1240IP.01","$299,000",Audemars Piguet,Royal Oak Perpetual Calendar,26586IP.OO.1240IP.01,,,,2019,Very good,Men's watch/Unisex,41 mm,
5770,"Richard Mille RM 011
Roberto Mancini Rm 11-01",Price on request,Richard Mille,RM 011,RM11-01,,,,2017,Very good,Men's watch/Unisex,50 mm,
7468,"Seiko GS
Grend Seiko Grand Seiko Spring Drive Heritage Collection SBGA225","$2,766",Seiko,,,Automatic,Steel,,Unknown,Fair,Men's watch/Unisex,39.4 mm,
4275,"Longines Master Collection
Automatik Herren Uhr 42mm Stahl Vintage Schön L2.666.4 Weiss","$1,479",Longines,Master Collection,,,,,Unknown,Good,,42 mm,
799,"Hublot Big Bang Tutti Frutti
Diamond Tourbillon","$132,153",Hublot,Big Bang Tutti Frutti,345.PL.5190.LR.0901,,,,Unknown,Very good,,,
7819,"Hublot Classic Fusion Chronograph
新品 ウブロ　541.NX.7170.LR　クラシックフュージョンクロノチタニウムブルー　自動巻","$8,676",Hublot,Classic Fusion Chronograph,541.NX.7170.LR,Automatic,,,Unknown,New,Men's watch/Unisex,"Hublot's traditional work is \"Classic\", and the new generation masterpiece that appeared in 2005 is \"Big Bang\". \"Classic Fusion\" is a series that combines these two works. This series is recommended for those who want to wear the taste of Big Bang stylishly.

